theory,basis,x,y,energy
blyp_d3bj,juldz2,1.80,2.20,24.531
blyp_d3bj,juldz2,1.80,2.25,25.455
blyp_d3bj,juldz2,1.80,2.30,26.035
blyp_d3bj,juldz2,1.80,2.35,26.233
blyp_d3bj,juldz2,1.80,2.40,26.291
blyp_d3bj,juldz2,1.80,2.45,25.784
blyp_d3bj,juldz2,1.80,2.50,25.266
blyp_d3bj,juldz2,1.80,2.55,24.369
blyp_d3bj,juldz2,1.80,2.60,23.273
blyp_d3bj,juldz2,1.80,2.65,22.240
blyp_d3bj,juldz2,1.80,2.70,21.379
blyp_d3bj,juldz2,1.80,2.75,20.714
blyp_d3bj,juldz2,1.80,2.80,20.259
blyp_d3bj,juldz2,1.80,2.85,20.027
blyp_d3bj,juldz2,1.80,2.90,20.007
blyp_d3bj,juldz2,1.80,2.95,20.185
blyp_d3bj,juldz2,1.80,3.00,20.577
blyp_d3bj,juldz2,1.85,1.95,20.337
blyp_d3bj,juldz2,1.85,2.00,21.789
blyp_d3bj,juldz2,1.85,2.05,23.183
blyp_d3bj,juldz2,1.85,2.10,24.458
blyp_d3bj,juldz2,1.85,2.15,25.553
blyp_d3bj,juldz2,1.85,2.20,26.367
blyp_d3bj,juldz2,1.85,2.25,26.793
blyp_d3bj,juldz2,1.85,2.30,26.813
blyp_d3bj,juldz2,1.85,2.35,26.669
blyp_d3bj,juldz2,1.85,2.40,25.935
blyp_d3bj,juldz2,1.85,2.45,25.169
blyp_d3bj,juldz2,1.85,2.50,24.463
blyp_d3bj,juldz2,1.85,2.55,23.663
blyp_d3bj,juldz2,1.85,2.60,22.603
blyp_d3bj,juldz2,1.85,2.65,21.576
blyp_d3bj,juldz2,1.85,2.70,20.716
blyp_d3bj,juldz2,1.85,2.75,20.045
blyp_d3bj,juldz2,1.85,2.80,19.571
blyp_d3bj,juldz2,1.85,2.85,19.304
blyp_d3bj,juldz2,1.85,2.90,19.245
blyp_d3bj,juldz2,1.85,2.95,19.370
blyp_d3bj,juldz2,1.85,3.00,19.749
blyp_d3bj,juldz2,1.90,1.95,23.313
blyp_d3bj,juldz2,1.90,2.00,24.614
blyp_d3bj,juldz2,1.90,2.05,25.819
blyp_d3bj,juldz2,1.90,2.10,26.831
blyp_d3bj,juldz2,1.90,2.15,27.529
blyp_d3bj,juldz2,1.90,2.20,27.754
blyp_d3bj,juldz2,1.90,2.25,27.509
blyp_d3bj,juldz2,1.90,2.30,26.973
blyp_d3bj,juldz2,1.90,2.35,26.307
blyp_d3bj,juldz2,1.90,2.40,25.317
blyp_d3bj,juldz2,1.90,2.45,24.367
blyp_d3bj,juldz2,1.90,2.50,23.522
blyp_d3bj,juldz2,1.90,2.55,22.793
blyp_d3bj,juldz2,1.90,2.60,21.788
blyp_d3bj,juldz2,1.90,2.65,20.818
blyp_d3bj,juldz2,1.90,2.70,19.961
blyp_d3bj,juldz2,1.90,2.75,19.285
blyp_d3bj,juldz2,1.90,2.80,18.797
blyp_d3bj,juldz2,1.90,2.85,18.499
blyp_d3bj,juldz2,1.90,2.90,18.401
blyp_d3bj,juldz2,1.90,2.95,18.478
blyp_d3bj,juldz2,1.90,3.00,18.719
blyp_d3bj,juldz2,1.95,1.95,26.226
blyp_d3bj,juldz2,1.95,2.00,27.334
blyp_d3bj,juldz2,1.95,2.05,28.279
blyp_d3bj,juldz2,1.95,2.10,28.889
blyp_d3bj,juldz2,1.95,2.15,28.925
blyp_d3bj,juldz2,1.95,2.20,28.396
blyp_d3bj,juldz2,1.95,2.25,27.551
blyp_d3bj,juldz2,1.95,2.30,26.599
blyp_d3bj,juldz2,1.95,2.35,25.602
blyp_d3bj,juldz2,1.95,2.40,24.443
blyp_d3bj,juldz2,1.95,2.45,23.359
blyp_d3bj,juldz2,1.95,2.50,22.409
blyp_d3bj,juldz2,1.95,2.55,21.597
blyp_d3bj,juldz2,1.95,2.60,20.746
blyp_d3bj,juldz2,1.95,2.65,19.878
blyp_d3bj,juldz2,1.95,2.70,19.043
blyp_d3bj,juldz2,1.95,2.75,18.371
blyp_d3bj,juldz2,1.95,2.80,17.871
blyp_d3bj,juldz2,1.95,2.85,17.547
blyp_d3bj,juldz2,1.95,2.90,17.411
blyp_d3bj,juldz2,1.95,2.95,17.444
blyp_d3bj,juldz2,1.95,3.00,17.634
blyp_d3bj,juldz2,2.00,2.00,29.818
blyp_d3bj,juldz2,2.00,2.05,30.383
blyp_d3bj,juldz2,2.00,2.10,30.299
blyp_d3bj,juldz2,2.00,2.15,29.502
blyp_d3bj,juldz2,2.00,2.20,28.336
blyp_d3bj,juldz2,2.00,2.25,27.056
blyp_d3bj,juldz2,2.00,2.30,25.799
blyp_d3bj,juldz2,2.00,2.35,24.586
blyp_d3bj,juldz2,2.00,2.40,23.304
blyp_d3bj,juldz2,2.00,2.45,22.122
blyp_d3bj,juldz2,2.00,2.50,21.090
blyp_d3bj,juldz2,2.00,2.55,20.213
blyp_d3bj,juldz2,2.00,2.60,19.427
blyp_d3bj,juldz2,2.00,2.65,18.636
blyp_d3bj,juldz2,2.00,2.70,17.908
blyp_d3bj,juldz2,2.00,2.75,17.251
blyp_d3bj,juldz2,2.00,2.80,16.742
blyp_d3bj,juldz2,2.00,2.85,16.399
blyp_d3bj,juldz2,2.00,2.90,16.229
blyp_d3bj,juldz2,2.00,2.95,16.220
blyp_d3bj,juldz2,2.00,3.00,16.358
blyp_d3bj,juldz2,2.05,2.05,31.919
blyp_d3bj,juldz2,2.05,2.10,30.907
blyp_d3bj,juldz2,2.05,2.15,29.422
blyp_d3bj,juldz2,2.05,2.20,27.800
blyp_d3bj,juldz2,2.05,2.25,26.202
blyp_d3bj,juldz2,2.05,2.30,24.708
blyp_d3bj,juldz2,2.05,2.35,23.330
blyp_d3bj,juldz2,2.05,2.40,21.974
blyp_d3bj,juldz2,2.05,2.45,20.717
blyp_d3bj,juldz2,2.05,2.50,19.620
blyp_d3bj,juldz2,2.05,2.55,18.693
blyp_d3bj,juldz2,2.05,2.60,17.910
blyp_d3bj,juldz2,2.05,2.65,17.194
blyp_d3bj,juldz2,2.05,2.70,16.545
blyp_d3bj,juldz2,2.05,2.75,15.966
blyp_d3bj,juldz2,2.05,2.80,15.471
blyp_d3bj,juldz2,2.05,2.85,15.111
blyp_d3bj,juldz2,2.05,2.90,14.912
blyp_d3bj,juldz2,2.05,2.95,14.866
blyp_d3bj,juldz2,2.05,3.00,14.960
blyp_d3bj,juldz2,2.10,2.10,30.964
blyp_d3bj,juldz2,2.10,2.15,28.988
blyp_d3bj,juldz2,2.10,2.20,27.036
blyp_d3bj,juldz2,2.10,2.25,25.199
blyp_d3bj,juldz2,2.10,2.30,23.521
blyp_d3bj,juldz2,2.10,2.35,22.005
blyp_d3bj,juldz2,2.10,2.40,20.604
blyp_d3bj,juldz2,2.10,2.45,19.299
blyp_d3bj,juldz2,2.10,2.50,18.148
blyp_d3bj,juldz2,2.10,2.55,17.183
blyp_d3bj,juldz2,2.10,2.60,16.384
blyp_d3bj,juldz2,2.10,2.65,15.702
blyp_d3bj,juldz2,2.10,2.70,15.118
blyp_d3bj,juldz2,2.10,2.75,14.628
blyp_d3bj,juldz2,2.10,2.80,14.191
blyp_d3bj,juldz2,2.10,2.85,13.830
blyp_d3bj,juldz2,2.10,2.90,13.608
blyp_d3bj,juldz2,2.10,2.95,13.528
blyp_d3bj,juldz2,2.10,3.00,13.585
blyp_d3bj,juldz2,2.15,2.15,28.437
blyp_d3bj,juldz2,2.15,2.20,26.232
blyp_d3bj,juldz2,2.15,2.25,24.210
blyp_d3bj,juldz2,2.15,2.30,22.383
blyp_d3bj,juldz2,2.15,2.35,20.754
blyp_d3bj,juldz2,2.15,2.40,19.302
blyp_d3bj,juldz2,2.15,2.45,17.978
blyp_d3bj,juldz2,2.15,2.50,16.791
blyp_d3bj,juldz2,2.15,2.55,15.788
blyp_d3bj,juldz2,2.15,2.60,14.965
blyp_d3bj,juldz2,2.15,2.65,14.294
blyp_d3bj,juldz2,2.15,2.70,13.740
blyp_d3bj,juldz2,2.15,2.75,13.303
blyp_d3bj,juldz2,2.15,2.80,12.966
blyp_d3bj,juldz2,2.15,2.85,12.643
blyp_d3bj,juldz2,2.15,2.90,12.410
blyp_d3bj,juldz2,2.15,2.95,12.304
blyp_d3bj,juldz2,2.15,3.00,12.324
blyp_d3bj,juldz2,2.20,2.20,25.471
blyp_d3bj,juldz2,2.20,2.25,23.294
blyp_d3bj,juldz2,2.20,2.30,21.347
blyp_d3bj,juldz2,2.20,2.35,19.621
blyp_d3bj,juldz2,2.20,2.40,18.106
blyp_d3bj,juldz2,2.20,2.45,16.766
blyp_d3bj,juldz2,2.20,2.50,15.563
blyp_d3bj,juldz2,2.20,2.55,14.524
blyp_d3bj,juldz2,2.20,2.60,13.674
blyp_d3bj,juldz2,2.20,2.65,12.993
blyp_d3bj,juldz2,2.20,2.70,12.446
blyp_d3bj,juldz2,2.20,2.75,12.036
blyp_d3bj,juldz2,2.20,2.80,11.742
blyp_d3bj,juldz2,2.20,2.85,11.533
blyp_d3bj,juldz2,2.20,2.90,11.313
blyp_d3bj,juldz2,2.20,2.95,11.194
blyp_d3bj,juldz2,2.20,3.00,11.179
blyp_d3bj,juldz2,2.25,2.20,24.777
blyp_d3bj,juldz2,2.25,2.25,22.466
blyp_d3bj,juldz2,2.25,2.30,20.411
blyp_d3bj,juldz2,2.25,2.35,18.600
blyp_d3bj,juldz2,2.25,2.40,17.019
blyp_d3bj,juldz2,2.25,2.45,15.646
blyp_d3bj,juldz2,2.25,2.50,14.434
blyp_d3bj,juldz2,2.25,2.55,13.371
blyp_d3bj,juldz2,2.25,2.60,12.491
blyp_d3bj,juldz2,2.25,2.65,11.789
blyp_d3bj,juldz2,2.25,2.70,11.239
blyp_d3bj,juldz2,2.25,2.75,10.825
blyp_d3bj,juldz2,2.25,2.80,10.554
blyp_d3bj,juldz2,2.25,2.85,10.394
blyp_d3bj,juldz2,2.25,2.90,10.283
blyp_d3bj,juldz2,2.25,2.95,10.162
blyp_d3bj,juldz2,2.25,3.00,10.126
blyp_d3bj,juldz2,2.30,2.25,21.726
blyp_d3bj,juldz2,2.30,2.30,19.572
blyp_d3bj,juldz2,2.30,2.35,17.681
blyp_d3bj,juldz2,2.30,2.40,16.037
blyp_d3bj,juldz2,2.30,2.45,14.617
blyp_d3bj,juldz2,2.30,2.50,13.386
blyp_d3bj,juldz2,2.30,2.55,12.312
blyp_d3bj,juldz2,2.30,2.60,11.402
blyp_d3bj,juldz2,2.30,2.65,10.673
blyp_d3bj,juldz2,2.30,2.70,10.108
blyp_d3bj,juldz2,2.30,2.75,9.684
blyp_d3bj,juldz2,2.30,2.80,9.405
blyp_d3bj,juldz2,2.30,2.85,9.261
blyp_d3bj,juldz2,2.30,2.90,9.218
blyp_d3bj,juldz2,2.30,2.95,9.185
blyp_d3bj,juldz2,2.30,3.00,9.147
blyp_d3bj,juldz2,2.35,2.30,18.828
blyp_d3bj,juldz2,2.35,2.35,16.861
blyp_d3bj,juldz2,2.35,2.40,15.154
blyp_d3bj,juldz2,2.35,2.45,13.684
blyp_d3bj,juldz2,2.35,2.50,12.424
blyp_d3bj,juldz2,2.35,2.55,11.334
blyp_d3bj,juldz2,2.35,2.60,10.396
blyp_d3bj,juldz2,2.35,2.65,9.640
blyp_d3bj,juldz2,2.35,2.70,9.050
blyp_d3bj,juldz2,2.35,2.75,8.613
blyp_d3bj,juldz2,2.35,2.80,8.315
blyp_d3bj,juldz2,2.35,2.85,8.160
blyp_d3bj,juldz2,2.35,2.90,8.129
blyp_d3bj,juldz2,2.35,2.95,8.190
blyp_d3bj,juldz2,2.35,3.00,8.221
blyp_d3bj,juldz2,2.40,2.35,16.139
blyp_d3bj,juldz2,2.40,2.40,14.370
blyp_d3bj,juldz2,2.40,2.45,12.847
blyp_d3bj,juldz2,2.40,2.50,11.549
blyp_d3bj,juldz2,2.40,2.55,10.438
blyp_d3bj,juldz2,2.40,2.60,9.478
blyp_d3bj,juldz2,2.40,2.65,8.688
blyp_d3bj,juldz2,2.40,2.70,8.070
blyp_d3bj,juldz2,2.40,2.75,7.610
blyp_d3bj,juldz2,2.40,2.80,7.295
blyp_d3bj,juldz2,2.40,2.85,7.117
blyp_d3bj,juldz2,2.40,2.90,7.070
blyp_d3bj,juldz2,2.40,2.95,7.138
blyp_d3bj,juldz2,2.40,3.00,7.290
blyp_d3bj,juldz2,2.45,2.40,13.685
blyp_d3bj,juldz2,2.45,2.45,12.109
blyp_d3bj,juldz2,2.45,2.50,10.768
blyp_d3bj,juldz2,2.45,2.55,9.629
blyp_d3bj,juldz2,2.45,2.60,8.648
blyp_d3bj,juldz2,2.45,2.65,7.823
blyp_d3bj,juldz2,2.45,2.70,7.173
blyp_d3bj,juldz2,2.45,2.75,6.684
blyp_d3bj,juldz2,2.45,2.80,6.344
blyp_d3bj,juldz2,2.45,2.85,6.143
blyp_d3bj,juldz2,2.45,2.90,6.070
blyp_d3bj,juldz2,2.45,2.95,6.117
blyp_d3bj,juldz2,2.45,3.00,6.270
blyp_d3bj,juldz2,2.50,2.45,11.474
blyp_d3bj,juldz2,2.50,2.50,10.085
blyp_d3bj,juldz2,2.50,2.55,8.912
blyp_d3bj,juldz2,2.50,2.60,7.908
blyp_d3bj,juldz2,2.50,2.65,7.051
blyp_d3bj,juldz2,2.50,2.70,6.365
blyp_d3bj,juldz2,2.50,2.75,5.843
blyp_d3bj,juldz2,2.50,2.80,5.472
blyp_d3bj,juldz2,2.50,2.85,5.243
blyp_d3bj,juldz2,2.50,2.90,5.141
blyp_d3bj,juldz2,2.50,2.95,5.161
blyp_d3bj,juldz2,2.50,3.00,5.288
blyp_d3bj,juldz2,2.55,2.45,10.943
blyp_d3bj,juldz2,2.55,2.50,9.506
blyp_d3bj,juldz2,2.55,2.55,8.289
blyp_d3bj,juldz2,2.55,2.60,7.257
blyp_d3bj,juldz2,2.55,2.65,6.373
blyp_d3bj,juldz2,2.55,2.70,5.650
blyp_d3bj,juldz2,2.55,2.75,5.093
blyp_d3bj,juldz2,2.55,2.80,4.688
blyp_d3bj,juldz2,2.55,2.85,4.425
blyp_d3bj,juldz2,2.55,2.90,4.294
blyp_d3bj,juldz2,2.55,2.95,4.280
blyp_d3bj,juldz2,2.55,3.00,4.375
blyp_d3bj,juldz2,2.60,2.50,9.029
blyp_d3bj,juldz2,2.60,2.55,7.768
blyp_d3bj,juldz2,2.60,2.60,6.702
blyp_d3bj,juldz2,2.60,2.65,5.787
blyp_d3bj,juldz2,2.60,2.70,5.031
blyp_d3bj,juldz2,2.60,2.75,4.437
blyp_d3bj,juldz2,2.60,2.80,3.997
blyp_d3bj,juldz2,2.60,2.85,3.698
blyp_d3bj,juldz2,2.60,2.90,3.530
blyp_d3bj,juldz2,2.60,2.95,3.483
blyp_d3bj,juldz2,2.60,3.00,3.542
blyp_d3bj,juldz2,2.65,2.55,7.348
blyp_d3bj,juldz2,2.65,2.60,6.242
blyp_d3bj,juldz2,2.65,2.65,5.296
blyp_d3bj,juldz2,2.65,2.70,4.505
blyp_d3bj,juldz2,2.65,2.75,3.875
blyp_d3bj,juldz2,2.65,2.80,3.398
blyp_d3bj,juldz2,2.65,2.85,3.062
blyp_d3bj,juldz2,2.65,2.90,2.857
blyp_d3bj,juldz2,2.65,2.95,2.771
blyp_d3bj,juldz2,2.65,3.00,2.795
blyp_d3bj,juldz2,2.70,2.60,5.879
blyp_d3bj,juldz2,2.70,2.65,4.900
blyp_d3bj,juldz2,2.70,2.70,4.073
blyp_d3bj,juldz2,2.70,2.75,3.406
blyp_d3bj,juldz2,2.70,2.80,2.891
blyp_d3bj,juldz2,2.70,2.85,2.519
blyp_d3bj,juldz2,2.70,2.90,2.276
blyp_d3bj,juldz2,2.70,2.95,2.151
blyp_d3bj,juldz2,2.70,3.00,2.134
blyp_d3bj,juldz2,2.75,2.60,5.615
blyp_d3bj,juldz2,2.75,2.65,4.599
blyp_d3bj,juldz2,2.75,2.70,3.734
blyp_d3bj,juldz2,2.75,2.75,3.030
blyp_d3bj,juldz2,2.75,2.80,2.480
blyp_d3bj,juldz2,2.75,2.85,2.069
blyp_d3bj,juldz2,2.75,2.90,1.787
blyp_d3bj,juldz2,2.75,2.95,1.622
blyp_d3bj,juldz2,2.75,3.00,1.565
blyp_d3bj,juldz2,2.80,2.65,4.389
blyp_d3bj,juldz2,2.80,2.70,3.485
blyp_d3bj,juldz2,2.80,2.75,2.744
blyp_d3bj,juldz2,2.80,2.80,2.156
blyp_d3bj,juldz2,2.80,2.85,1.706
blyp_d3bj,juldz2,2.80,2.90,1.385
blyp_d3bj,juldz2,2.80,2.95,1.181
blyp_d3bj,juldz2,2.80,3.00,1.084
blyp_d3bj,juldz2,2.85,2.70,3.320
blyp_d3bj,juldz2,2.85,2.75,2.544
blyp_d3bj,juldz2,2.85,2.80,1.919
blyp_d3bj,juldz2,2.85,2.85,1.431
blyp_d3bj,juldz2,2.85,2.90,1.070
blyp_d3bj,juldz2,2.85,2.95,0.826
blyp_d3bj,juldz2,2.85,3.00,0.689
blyp_d3bj,juldz2,2.90,2.75,2.426
blyp_d3bj,juldz2,2.90,2.80,1.767
blyp_d3bj,juldz2,2.90,2.85,1.242
blyp_d3bj,juldz2,2.90,2.90,0.840
blyp_d3bj,juldz2,2.90,2.95,0.554
blyp_d3bj,juldz2,2.90,3.00,0.375
blyp_d3bj,juldz2,2.95,2.75,2.390
blyp_d3bj,juldz2,2.95,2.80,1.697
blyp_d3bj,juldz2,2.95,2.85,1.135
blyp_d3bj,juldz2,2.95,2.90,0.696
blyp_d3bj,juldz2,2.95,2.95,0.368
blyp_d3bj,juldz2,2.95,3.00,0.145
blyp_d3bj,juldz2,3.00,2.80,1.702
blyp_d3bj,juldz2,3.00,2.85,1.106
blyp_d3bj,juldz2,3.00,2.90,0.631
blyp_d3bj,juldz2,3.00,2.95,0.264
blyp_d3bj,juldz2,3.00,3.00,0.000
tpsstpss_d3bj,juldz2,1.60,1.90,3.456
tpsstpss_d3bj,juldz2,1.60,1.95,5.556
tpsstpss_d3bj,juldz2,1.60,2.00,7.667
tpsstpss_d3bj,juldz2,1.60,2.05,9.763
tpsstpss_d3bj,juldz2,1.60,2.10,11.813
tpsstpss_d3bj,juldz2,1.60,2.15,13.794
tpsstpss_d3bj,juldz2,1.60,2.20,15.666
tpsstpss_d3bj,juldz2,1.60,2.25,17.355
tpsstpss_d3bj,juldz2,1.60,2.30,19.614
tpsstpss_d3bj,juldz2,1.60,2.35,20.869
tpsstpss_d3bj,juldz2,1.60,2.40,21.809
tpsstpss_d3bj,juldz2,1.60,2.45,23.764
tpsstpss_d3bj,juldz2,1.60,2.50,23.939
tpsstpss_d3bj,juldz2,1.60,2.55,24.034
tpsstpss_d3bj,juldz2,1.60,2.60,23.654
tpsstpss_d3bj,juldz2,1.60,2.65,22.196
tpsstpss_d3bj,juldz2,1.60,2.70,21.404
tpsstpss_d3bj,juldz2,1.60,2.75,20.843
tpsstpss_d3bj,juldz2,1.60,2.80,20.779
tpsstpss_d3bj,juldz2,1.60,2.85,20.919
tpsstpss_d3bj,juldz2,1.60,2.90,21.321
tpsstpss_d3bj,juldz2,1.60,2.95,21.501
tpsstpss_d3bj,juldz2,1.60,3.00,21.894
tpsstpss_d3bj,juldz2,1.65,1.90,4.812
tpsstpss_d3bj,juldz2,1.65,1.95,6.866
tpsstpss_d3bj,juldz2,1.65,2.00,8.920
tpsstpss_d3bj,juldz2,1.65,2.05,10.953
tpsstpss_d3bj,juldz2,1.65,2.10,12.931
tpsstpss_d3bj,juldz2,1.65,2.15,14.831
tpsstpss_d3bj,juldz2,1.65,2.20,16.621
tpsstpss_d3bj,juldz2,1.65,2.25,18.243
tpsstpss_d3bj,juldz2,1.65,2.30,20.096
tpsstpss_d3bj,juldz2,1.65,2.35,21.187
tpsstpss_d3bj,juldz2,1.65,2.40,21.879
tpsstpss_d3bj,juldz2,1.65,2.45,20.379
tpsstpss_d3bj,juldz2,1.65,2.50,23.731
tpsstpss_d3bj,juldz2,1.65,2.55,23.384
tpsstpss_d3bj,juldz2,1.65,2.60,22.441
tpsstpss_d3bj,juldz2,1.65,2.65,21.391
tpsstpss_d3bj,juldz2,1.65,2.70,20.520
tpsstpss_d3bj,juldz2,1.65,2.75,19.957
tpsstpss_d3bj,juldz2,1.65,2.80,19.701
tpsstpss_d3bj,juldz2,1.65,2.85,19.716
tpsstpss_d3bj,juldz2,1.65,2.90,19.976
tpsstpss_d3bj,juldz2,1.65,2.95,20.232
tpsstpss_d3bj,juldz2,1.65,3.00,20.544
tpsstpss_d3bj,juldz2,1.70,1.95,8.904
tpsstpss_d3bj,juldz2,1.70,2.00,10.891
tpsstpss_d3bj,juldz2,1.70,2.05,12.839
tpsstpss_d3bj,juldz2,1.70,2.10,14.724
tpsstpss_d3bj,juldz2,1.70,2.15,16.520
tpsstpss_d3bj,juldz2,1.70,2.20,18.206
tpsstpss_d3bj,juldz2,1.70,2.25,19.770
tpsstpss_d3bj,juldz2,1.70,2.30,21.108
tpsstpss_d3bj,juldz2,1.70,2.35,22.009
tpsstpss_d3bj,juldz2,1.70,2.40,20.843
tpsstpss_d3bj,juldz2,1.70,2.45,23.653
tpsstpss_d3bj,juldz2,1.70,2.50,23.802
tpsstpss_d3bj,juldz2,1.70,2.55,22.652
tpsstpss_d3bj,juldz2,1.70,2.60,21.617
tpsstpss_d3bj,juldz2,1.70,2.65,20.626
tpsstpss_d3bj,juldz2,1.70,2.70,19.809
tpsstpss_d3bj,juldz2,1.70,2.75,19.230
tpsstpss_d3bj,juldz2,1.70,2.80,18.917
tpsstpss_d3bj,juldz2,1.70,2.85,18.858
tpsstpss_d3bj,juldz2,1.70,2.90,19.042
tpsstpss_d3bj,juldz2,1.70,2.95,19.309
tpsstpss_d3bj,juldz2,1.70,3.00,19.546
tpsstpss_d3bj,juldz2,1.75,1.95,11.456
tpsstpss_d3bj,juldz2,1.75,2.00,13.348
tpsstpss_d3bj,juldz2,1.75,2.05,15.187
tpsstpss_d3bj,juldz2,1.75,2.10,16.941
tpsstpss_d3bj,juldz2,1.75,2.15,18.587
tpsstpss_d3bj,juldz2,1.75,2.20,20.079
tpsstpss_d3bj,juldz2,1.75,2.25,21.361
tpsstpss_d3bj,juldz2,1.75,2.30,22.356
tpsstpss_d3bj,juldz2,1.75,2.35,22.975
tpsstpss_d3bj,juldz2,1.75,2.40,23.561
tpsstpss_d3bj,juldz2,1.75,2.45,23.469
tpsstpss_d3bj,juldz2,1.75,2.50,23.266
tpsstpss_d3bj,juldz2,1.75,2.55,22.062
tpsstpss_d3bj,juldz2,1.75,2.60,20.997
tpsstpss_d3bj,juldz2,1.75,2.65,20.020
tpsstpss_d3bj,juldz2,1.75,2.70,19.218
tpsstpss_d3bj,juldz2,1.75,2.75,18.635
tpsstpss_d3bj,juldz2,1.75,2.80,18.286
tpsstpss_d3bj,juldz2,1.75,2.85,18.175
tpsstpss_d3bj,juldz2,1.75,2.90,18.299
tpsstpss_d3bj,juldz2,1.75,2.95,18.564
tpsstpss_d3bj,juldz2,1.75,3.00,18.733
tpsstpss_d3bj,juldz2,1.80,1.95,14.345
tpsstpss_d3bj,juldz2,1.80,2.00,16.117
tpsstpss_d3bj,juldz2,1.80,2.05,17.812
tpsstpss_d3bj,juldz2,1.80,2.10,19.388
tpsstpss_d3bj,juldz2,1.80,2.15,20.802
tpsstpss_d3bj,juldz2,1.80,2.20,21.998
tpsstpss_d3bj,juldz2,1.80,2.25,22.910
tpsstpss_d3bj,juldz2,1.80,2.30,23.480
tpsstpss_d3bj,juldz2,1.80,2.35,23.699
tpsstpss_d3bj,juldz2,1.80,2.40,23.492
tpsstpss_d3bj,juldz2,1.80,2.45,23.046
tpsstpss_d3bj,juldz2,1.80,2.50,22.617
tpsstpss_d3bj,juldz2,1.80,2.55,21.526
tpsstpss_d3bj,juldz2,1.80,2.60,20.454
tpsstpss_d3bj,juldz2,1.80,2.65,19.475
tpsstpss_d3bj,juldz2,1.80,2.70,18.678
tpsstpss_d3bj,juldz2,1.80,2.75,18.085
tpsstpss_d3bj,juldz2,1.80,2.80,17.706
tpsstpss_d3bj,juldz2,1.80,2.85,17.555
tpsstpss_d3bj,juldz2,1.80,2.90,17.618
tpsstpss_d3bj,juldz2,1.80,2.95,17.871
tpsstpss_d3bj,juldz2,1.80,3.00,17.987
tpsstpss_d3bj,juldz2,1.85,1.95,17.429
tpsstpss_d3bj,juldz2,1.85,2.00,19.050
tpsstpss_d3bj,juldz2,1.85,2.05,20.559
tpsstpss_d3bj,juldz2,1.85,2.10,21.887
tpsstpss_d3bj,juldz2,1.85,2.15,22.972
tpsstpss_d3bj,juldz2,1.85,2.20,23.729
tpsstpss_d3bj,juldz2,1.85,2.25,24.106
tpsstpss_d3bj,juldz2,1.85,2.30,24.135
tpsstpss_d3bj,juldz2,1.85,2.35,23.843
tpsstpss_d3bj,juldz2,1.85,2.40,23.139
tpsstpss_d3bj,juldz2,1.85,2.45,22.461
tpsstpss_d3bj,juldz2,1.85,2.50,21.868
tpsstpss_d3bj,juldz2,1.85,2.55,20.969
tpsstpss_d3bj,juldz2,1.85,2.60,19.892
tpsstpss_d3bj,juldz2,1.85,2.65,18.917
tpsstpss_d3bj,juldz2,1.85,2.70,18.117
tpsstpss_d3bj,juldz2,1.85,2.75,17.513
tpsstpss_d3bj,juldz2,1.85,2.80,17.110
tpsstpss_d3bj,juldz2,1.85,2.85,16.917
tpsstpss_d3bj,juldz2,1.85,2.90,16.932
tpsstpss_d3bj,juldz2,1.85,2.95,17.128
tpsstpss_d3bj,juldz2,1.85,3.00,17.236
tpsstpss_d3bj,juldz2,1.90,1.95,20.580
tpsstpss_d3bj,juldz2,1.90,2.00,22.012
tpsstpss_d3bj,juldz2,1.90,2.05,23.273
tpsstpss_d3bj,juldz2,1.90,2.10,24.247
tpsstpss_d3bj,juldz2,1.90,2.15,24.827
tpsstpss_d3bj,juldz2,1.90,2.20,24.944
tpsstpss_d3bj,juldz2,1.90,2.25,24.681
tpsstpss_d3bj,juldz2,1.90,2.30,24.212
tpsstpss_d3bj,juldz2,1.90,2.35,23.491
tpsstpss_d3bj,juldz2,1.90,2.40,22.567
tpsstpss_d3bj,juldz2,1.90,2.45,21.719
tpsstpss_d3bj,juldz2,1.90,2.50,20.995
tpsstpss_d3bj,juldz2,1.90,2.55,20.382
tpsstpss_d3bj,juldz2,1.90,2.60,19.231
tpsstpss_d3bj,juldz2,1.90,2.65,18.287
tpsstpss_d3bj,juldz2,1.90,2.70,17.486
tpsstpss_d3bj,juldz2,1.90,2.75,16.873
tpsstpss_d3bj,juldz2,1.90,2.80,16.447
tpsstpss_d3bj,juldz2,1.90,2.85,16.219
tpsstpss_d3bj,juldz2,1.90,2.90,16.188
tpsstpss_d3bj,juldz2,1.90,2.95,16.329
tpsstpss_d3bj,juldz2,1.90,3.00,16.624
tpsstpss_d3bj,juldz2,1.95,1.95,23.683
tpsstpss_d3bj,juldz2,1.95,2.00,24.865
tpsstpss_d3bj,juldz2,1.95,2.05,25.764
tpsstpss_d3bj,juldz2,1.95,2.10,26.199
tpsstpss_d3bj,juldz2,1.95,2.15,26.050
tpsstpss_d3bj,juldz2,1.95,2.20,25.459
tpsstpss_d3bj,juldz2,1.95,2.25,24.666
tpsstpss_d3bj,juldz2,1.95,2.30,23.827
tpsstpss_d3bj,juldz2,1.95,2.35,22.861
tpsstpss_d3bj,juldz2,1.95,2.40,21.791
tpsstpss_d3bj,juldz2,1.95,2.45,20.817
tpsstpss_d3bj,juldz2,1.95,2.50,19.992
tpsstpss_d3bj,juldz2,1.95,2.55,19.292
tpsstpss_d3bj,juldz2,1.95,2.60,18.389
